hpx6,n_stars,avg_parallax
19360,7034,0.7551607154009654
19366,6902,0.821276866756083
19370,8463,0.7350806311307918
19382,6526,0.8559819148149169
19367,6973,0.8115215302627438
19381,6108,0.8475360579283638
19368,8042,0.7530194961225641
19410,4993,0.8837014366758987
19386,7318,0.7919635312966691
19427,6184,0.8619355324635981
19405,5406,0.8737774379209491
19428,5866,0.8757714434982653
19341,1510,0.9128455078423277
19397,4975,0.8833676162744049
19407,5442,0.8478060935874249
19403,5738,0.8993372854606838
19402,5816,0.9041018423844553
19384,7271,0.7694169310830745
19392,4953,0.8982517809963311
19385,6831,0.8121388522331627
19395,5097,0.9348487049625037
19391,7024,0.8183800884734278
19380,6060,0.8428130979060655
19415,4935,0.9191623531669227
19349,4868,0.8842600414048186
19358,5875,0.8337457205619347
19422,5354,0.8767907692125056
19352,5775,0.8849426834625662
19399,5165,0.8861201952156966
19419,5403,0.9242251642098044
19414,5157,0.8974630422671217
19350,5371,0.8787082732110151
19394,5199,0.9151584115775432
19344,5255,0.9086361798832797
19356,5660,0.8711468688062896
19404,5180,0.8661033431131834
19363,7396,0.7694468588835115
19393,4817,0.9044311346250793
19420,5191,0.8810257453580437
19409,4804,0.937331434912733
19421,5064,0.8845370739868482
19411,5111,0.9515652054363797
19383,6694,0.8385866937621921
19345,5194,0.8851892126396396
19364,6483,0.7980212377025113
19406,5549,0.8717159167444324
19429,4999,0.8496917640303248
19354,6096,0.8585011463270229
19361,6804,0.8220935621956785
19365,6475,0.8177123469328752
19417,5342,0.8656184857164994
19416,5328,0.8906667589523097
19389,6443,0.8102728865801015
13401,8392,0.8066479537917288
13421,10534,0.7500803009138813
13433,10549,0.7283062851895695
13407,8834,0.7775326538399095
13427,10085,0.7618047345544254
13402,8905,0.7839142418198943
13444,11453,0.7268729599243798
13441,11415,0.7020037863536288
13416,10600,0.7416792467879108
13422,11211,0.7477391864355216
13419,11127,0.7266735720316528
13409,9471,0.7558200528155455
13446,12455,0.6855065982808968
13413,9355,0.7790478740643418
